length,width
2.8688524590163937,5.245901639344263
6.639344262295082,6.311475409836066
3.7704918032786887,4.262295081967213
3.278688524590164,8.442622950819672
8.278688524590164,6.885245901639345
4.672131147540984,5.409836065573771
7.622950819672131,8.032786885245901
3.278688524590164,2.8688524590163937
7.3770491803278695,4.426229508196721
6.229508196721312,4.836065573770492
4.754098360655738,8.688524590163935
7.213114754098361,3.8524590163934427
5.327868852459017,3.6065573770491803
4.754098360655738,3.7704918032786887
2.7868852459016393,3.0327868852459017
14.016393442622952,6.639344262295082
4.508196721311475,5.7377049180327875
7.868852459016394,5.8196721311475414
3.278688524590164,10.819672131147541
4.672131147540984,2.540983606557377
5.245901639344263,6.639344262295082
4.754098360655738,5.327868852459017
3.278688524590164,4.672131147540984
9.098360655737705,2.9508196721311477
5.163934426229509,6.475409836065574
4.672131147540984,5.6557377049180335
2.295081967213115,2.7049180327868854
1.557377049180328,10.491803278688526
3.114754098360656,6.721311475409837
14.344262295081968,4.918032786885246
6.475409836065574,5.081967213114754
1.9672131147540985,1.9672131147540985
10.737704918032788,3.7704918032786887
3.19672131147541,2.7049180327868854
3.6065573770491803,5.245901639344263
3.934426229508197,5.245901639344263
3.19672131147541,8.524590163934427
2.8688524590163937,3.4426229508196724
2.377049180327869,6.803278688524591
6.147540983606557,5.573770491803279
11.147540983606557,0.6557377049180328
3.5245901639344264,3.6065573770491803
5.573770491803279,2.6229508196721314
7.78688524590164,2.377049180327869
3.6065573770491803,3.19672131147541
3.5245901639344264,4.344262295081967
1.557377049180328,4.59016393442623
2.459016393442623,2.295081967213115
4.016393442622951,3.6885245901639347
7.2950819672131155,5.327868852459017
2.7049180327868854,4.59016393442623
2.7049180327868854,2.0491803278688527
3.5245901639344264,3.3606557377049184
4.344262295081967,3.6065573770491803
2.540983606557377,7.704918032786885
2.7868852459016393,4.672131147540984
4.508196721311475,6.147540983606557
3.5245901639344264,3.6885245901639347
3.5245901639344264,2.540983606557377
3.5245901639344264,4.344262295081967
3.8524590163934427,5.409836065573771
14.262295081967213,6.721311475409837
14.672131147540984,8.032786885245901
4.59016393442623,3.278688524590164
4.180327868852459,2.7868852459016393
4.672131147540984,7.950819672131148
5.327868852459017,12.704918032786885
4.918032786885246,4.016393442622951
6.065573770491803,13.524590163934427
4.918032786885246,10.40983606557377
4.918032786885246,6.39344262295082
4.016393442622951,4.262295081967213
5.573770491803279,5.245901639344263
11.721311475409836,8.77049180327869
5.245901639344263,3.6065573770491803
0.9016393442622951,2.295081967213115
2.1311475409836067,1.639344262295082
2.459016393442623,2.8688524590163937
2.2131147540983607,2.9508196721311477
4.754098360655738,1.9672131147540985
3.6885245901639347,8.934426229508198
13.032786885245903,0.7377049180327869
13.77049180327869,13.852459016393443
3.6885245901639347,7.950819672131148
5.6557377049180335,7.049180327868853
5.8196721311475414,7.3770491803278695
5.245901639344263,5.163934426229509
3.7704918032786887,5.245901639344263
3.5245901639344264,3.7704918032786887
8.688524590163935,2.8688524590163937
4.508196721311475,4.672131147540984
3.19672131147541,2.9508196721311477
1.639344262295082,7.049180327868853
9.262295081967213,5.163934426229509
5.327868852459017,11.147540983606557
1.2295081967213115,5.163934426229509
9.672131147540984,7.704918032786885
4.262295081967213,4.262295081967213
6.065573770491803,12.78688524590164
3.7704918032786887,7.2950819672131155
9.59016393442623,10.819672131147541
3.114754098360656,3.6065573770491803
3.934426229508197,4.508196721311475
1.3934426229508197,3.278688524590164
4.426229508196721,5.327868852459017
3.114754098360656,2.0491803278688527
5.7377049180327875,4.344262295081967
1.8852459016393444,4.672131147540984
4.262295081967213,7.3770491803278695
2.1311475409836067,2.8688524590163937
3.6065573770491803,8.606557377049182
4.672131147540984,8.524590163934427
2.9508196721311477,2.540983606557377
4.672131147540984,1.8852459016393444
1.8852459016393444,2.2131147540983607
9.59016393442623,5.8196721311475414
5.245901639344263,3.6885245901639347
4.180327868852459,6.639344262295082
2.459016393442623,1.8852459016393444
1.3934426229508197,1.3114754098360657
8.360655737704919,4.918032786885246
10.819672131147541,7.704918032786885
2.377049180327869,2.459016393442623
3.6885245901639347,3.4426229508196724
5.081967213114754,7.622950819672131
4.508196721311475,1.8852459016393444
5.409836065573771,5.163934426229509
2.459016393442623,2.6229508196721314
5.983606557377049,6.885245901639345
3.6885245901639347,5.6557377049180335
4.016393442622951,5.081967213114754
5.081967213114754,5.081967213114754
4.262295081967213,4.0983606557377055
2.7868852459016393,4.180327868852459
4.59016393442623,6.065573770491803
4.754098360655738,5.409836065573771
4.262295081967213,6.803278688524591
11.639344262295083,5.163934426229509
2.9508196721311477,3.19672131147541
12.213114754098362,4.344262295081967
4.426229508196721,4.508196721311475
4.754098360655738,3.0327868852459017
3.8524590163934427,3.6885245901639347
2.2131147540983607,2.2131147540983607
4.262295081967213,3.278688524590164
2.7868852459016393,7.2950819672131155
2.377049180327869,3.0327868852459017
4.59016393442623,4.262295081967213
5.901639344262295,10.0
5.245901639344263,4.180327868852459
1.3114754098360657,1.0655737704918034
2.540983606557377,9.098360655737705
6.967213114754099,6.721311475409837
7.78688524590164,10.655737704918034
6.885245901639345,5.081967213114754
6.311475409836066,3.934426229508197
4.59016393442623,3.4426229508196724
4.918032786885246,9.672131147540984
7.704918032786885,10.655737704918034
3.7704918032786887,4.754098360655738
2.459016393442623,4.672131147540984
4.0983606557377055,5.901639344262295
2.7868852459016393,2.459016393442623
9.344262295081968,5.163934426229509
6.475409836065574,8.360655737704919
7.540983606557377,9.672131147540984
9.426229508196721,6.229508196721312
5.163934426229509,4.836065573770492
6.475409836065574,7.4590163934426235
4.016393442622951,6.885245901639345
29.180327868852462,0.9836065573770493
0.4098360655737705,20.245901639344265
0.4098360655737705,3.114754098360656
0.5737704918032788,15.737704918032788
0.5737704918032788,4.0983606557377055
1.4754098360655739,83.11475409836066
